6368.0,3.0,2.60000,5.80000,5.80000,3.20000,3.20000,1.00000,600,57823
6367.0,4.0,2.60000,5.80000,5.80000,3.20000,3.20000,1.00000,600,57823
6366.0,5.0,2.60000,5.80000,5.80000,3.20000,3.20000,1.00000,600,57823
6365.0,6.0,2.60000,5.80000,5.80000,3.20000,3.20000,1.00000,600,57823
6364.0,7.0,2.60000,5.80000,5.80000,3.20000,3.20000,1.00000,600,57823
6363.0,8.0,2.60000,5.80000,5.80000,3.20000,3.20000,1.00000,600,57823
6362.0,9.0,2.60000,5.80000,5.80000,3.20000,3.20000,1.00000,600,57823
6361.0,10.0,2.60000,5.80000,5.80000,3.20000,3.20000,1.00000,600,57823
6360.0,11.0,2.60000,5.80000,5.80000,3.20000,3.20000,1.00000,600,57823
6359.0,12.0,2.60000,5.80000,5.80000,3.20000,3.20000,1.00000,600,57823
6358.0,13.0,2.60000,5.80000,5.80000,3.20000,3.20000,1.00000,600,57823
6357.0,14.0,2.60000,5.80000,5.80000,3.20000,3.20000,1.00000,600,57823
6356.0,15.0,2.60000,5.80000,5.80000,3.20000,3.20000,1.00000,600,57823
6356.0,15.0,2.90000,6.80000,6.80000,3.90000,3.90000,1.00000,600,57823
6355.0,16.0,2.90000,6.80000,6.80000,3.90000,3.90000,1.00000,600,57823
6354.0,17.0,2.90000,6.80000,6.80000,3.90000,3.90000,1.00000,600,57823
6353.0,18.0,2.90000,6.80000,6.80000,3.90000,3.90000,1.00000,600,57823
6352.0,19.0,2.90000,6.80000,6.80000,3.90000,3.90000,1.00000,600,57823
6351.0,20.0,2.90000,6.80000,6.80000,3.90000,3.90000,1.00000,600,57823
6350.0,21.0,2.90000,6.80000,6.80000,3.90000,3.90000,1.00000,600,57823
6349.0,22.0,2.90000,6.80000,6.80000,3.90000,3.90000,1.00000,600,57823
6348.0,23.0,2.90000,6.80000,6.80000,3.90000,3.90000,1.00000,600,57823
6346.6,24.4,2.90000,6.80000,6.80000,3.90000,3.90000,1.00000,600,57823
6346.6,24.4,3.38075,8.02206,8.19032,4.39602,4.61180,0.90039,600,57823
6346.0,25.0,3.38068,8.02138,8.18988,4.39616,4.61126,0.90062,600,57823
